,YEAR_WEEK,BRAND,VOLUME_SO,relative_gap_to_90th_price
1684,202037,viable_line,125017.9,0.0024106021587659526
1685,202038,viable_line,120516.9,0.002625670325347446
1686,202039,viable_line,189593.4,0.018567589518258317
1687,202040,viable_line,136647.0,0.018061221562068852
1688,202041,viable_line,132984.7,0.006496583657075715
1689,202042,viable_line,149957.5,0.01153239711022059
1690,202043,viable_line,137405.7,0.0073571939905343565
1691,202044,viable_line,140043.3,0.006378654656136058
1692,202045,viable_line,174127.0,0.015391360047130327
1693,202046,viable_line,147657.3,0.008506779272961512
1694,202047,viable_line,134192.7,0.0185123962464499
1695,202048,viable_line,130993.4,0.008115623222435683
1696,202049,viable_line,166578.8,0.012250871486272501
1697,202050,viable_line,158058.3,0.0119577528469386
1698,202051,viable_line,179963.0,0.017429546634355714
1699,202052,viable_line,173219.8,0.020857780331893106
1700,202053,viable_line,199984.8,0.023309499843876015
1701,202101,viable_line,147794.9,0.008760217700327665
1702,202102,viable_line,126086.1,0.002095985238207791
1703,202103,viable_line,136847.2,0.009095761463327048
1704,202104,viable_line,124554.0,0.004506750345791718
1705,202105,viable_line,186458.2,0.022518693125967652
1706,202106,viable_line,158032.6,0.01650429523391209
1707,202107,viable_line,124177.5,0.002503765044762427
1708,202108,viable_line,128909.3,0.002993119056846545
1709,202109,viable_line,130043.0,0.00016558658528729162
1710,202110,viable_line,123632.1,-0.0024023774922134473
1711,202111,viable_line,139050.0,0.007055254884315015
1712,202112,viable_line,131349.3,0.0036997563238777478
1713,202113,viable_line,140986.5,0.002395020749138225
1714,202114,viable_line,141055.1,0.0032840021505845356
1715,202115,viable_line,149041.9,0.00557659218068335
1716,202116,viable_line,144588.3,0.01929503198241652
1717,202117,viable_line,118626.2,-0.001208706959982961
1718,202118,viable_line,140425.8,3.524793368343954e-05
1719,202119,viable_line,142497.5,-0.002188520107561981
1720,202120,viable_line,134254.0,-0.0023689892021267834
1721,202121,viable_line,130539.8,-0.002311666400055172
1722,202122,viable_line,135480.9,-0.0007197769458477858
1723,202123,viable_line,117893.0,-0.0026322128073503273
1724,202124,viable_line,119189.2,0.01062122934833488
1725,202125,viable_line,148621.2,0.010958496095445143
1726,202126,viable_line,170773.5,0.012492196643191143
1727,201827,silver_coin,22595.2,0.07831978706125156
1728,201828,silver_coin,22411.9,0.07682968283583734
1729,201829,silver_coin,21233.7,0.07607705372390894
1730,201830,silver_coin,21540.3,0.07700159163473805
1731,201831,silver_coin,22676.3,0.0774198948986923
1732,201832,silver_coin,22512.1,0.07760868073761731
1733,201833,silver_coin,23391.2,0.07549333254079296
1734,201834,silver_coin,22013.9,0.07590741965222893
1735,201835,silver_coin,22386.1,0.07693410859030157
1736,201836,silver_coin,28264.9,0.07826961230097254
1737,201837,silver_coin,22591.0,0.07698971900761921
1738,201838,silver_coin,22004.4,0.07672801010042805
