,sales,pred
108,1.8852206366288424,1.819602111218235
109,1.7772686709770775,1.719897794681207
110,1.6617241417309139,1.6980491034796596
111,1.7068363094105572,1.6403098115158732
112,1.7094942821996137,1.6942112574291714
113,1.8366252057962351,1.6907972631426136
114,1.6108832984319945,1.5912989282792085
115,1.702341433990887,1.6685423218330915
116,1.6437329247789134,1.6318597144520806
117,1.6034802781969046,1.6508752607753079
118,1.7198560857860632,1.6388583574017492
119,1.6013451676762374,1.5266511300612995
120,1.664106219947897,1.5863098176492014
121,1.608683685185024,1.625188397975019
122,1.741581260259906,1.6348651616278351
123,1.5830119693615246,1.6119273754433374
124,1.6273612587708273,1.5455703235785652
125,1.8008086422933147,1.65369350460809
126,1.6607750221573059,1.6831506837690198
127,1.687011022886536,1.6821052620848729
128,1.7028663258346155,1.6511718092199854
129,1.5880309265425216,1.5609363347972867
130,1.6973860957811042,1.7537014515744438
131,1.8191269973011899,1.7957255322951962
132,1.7686658709556538,1.8038865535612125
133,1.8402408439313445,1.7837342775092562
134,1.5729820985545273,1.5674847602778799
135,1.7674188069997667,1.6435721880239595
136,1.7263467958204513,1.7439002458112665
137,1.7692484033503373,1.764221365092311
138,1.824324374833901,1.7513794029055825
139,1.6196183152276022,1.631468230635169
140,1.7911151722954997,1.7299445329148764
141,1.8806170401321298,1.7723434304907681
142,1.7410455004127097,1.7828963906951667
143,1.8221015906388733,1.7578816695066872
