BRAND,YEAR_WEEK,BRAND_QUALITY,BRAND_QUALITY_ID,TOUCHPOINT,SPEND,GRP,IMPRESSIONS,CLICKS,REACH
heavy_feather,201930,,,jack,0,0,0,0,0
heavy_feather,201930,,,mary,0,0,0,0,0
heavy_feather,201930,,,marc,0,0,0,0,0
heavy_feather,201930,,,fiona,0,0,0,0,0
heavy_feather,201931,,,lisa,0,0,0,0,0
heavy_feather,201931,,,alex,0,0,0,0,0
heavy_feather,201931,,,tom,0,0,0,0,0
heavy_feather,201931,,,laura,0,0,0,0,0
heavy_feather,201931,,,jack,0,0,0,0,0
heavy_feather,201931,,,mary,0,0,0,0,0
heavy_feather,201931,,,marc,0,0,0,0,0
heavy_feather,201931,,,fiona,0,0,0,0,0
heavy_feather,201932,,,lisa,0,0,0,0,0
heavy_feather,201932,,,alex,0,0,0,0,0
heavy_feather,201932,,,tom,0,0,0,0,0
heavy_feather,201932,,,laura,0,0,0,0,0
heavy_feather,201932,,,jack,0,0,0,0,0
heavy_feather,201932,,,mary,0,0,0,0,0
heavy_feather,201932,,,marc,0,0,0,0,0
heavy_feather,201932,,,fiona,0,0,0,0,0
heavy_feather,201933,,,lisa,0,0,0,0,0
heavy_feather,201933,,,alex,0,0,0,0,0
heavy_feather,201933,,,tom,0,0,0,0,0
heavy_feather,201933,,,laura,0,0,0,0,0
heavy_feather,201933,,,jack,0,0,0,0,0
heavy_feather,201933,,,mary,0,0,0,0,0
heavy_feather,201933,,,marc,0,0,0,0,0
heavy_feather,201933,,,fiona,0,0,0,0,0
heavy_feather,201934,,,lisa,0,0,0,0,0
heavy_feather,201934,,,alex,0,0,0,0,0
heavy_feather,201934,,,tom,0,0,0,0,0
heavy_feather,201934,,,laura,0,0,0,0,0
heavy_feather,201934,,,jack,0,0,0,0,0
heavy_feather,201934,,,mary,0,0,0,0,0
heavy_feather,201934,,,marc,0,0,0,0,0
heavy_feather,201934,,,fiona,0,0,0,0,0
heavy_feather,201935,,,lisa,0,0,0,0,0
heavy_feather,201935,,,alex,0,0,0,0,0
heavy_feather,201935,,,tom,0,0,0,0,0
heavy_feather,201935,,,laura,0,0,0,0,0
heavy_feather,201935,,,jack,0,0,0,0,0
heavy_feather,201935,,,mary,0,0,0,0,0
heavy_feather,201935,,,marc,0,0,0,0,0
heavy_feather,201935,,,fiona,0,0,0,0,0
heavy_feather,201936,,,lisa,0,0,0,0,0
heavy_feather,201936,,,alex,0,0,0,0,0
heavy_feather,201936,,,tom,0,0,0,0,0
heavy_feather,201936,,,laura,0,0,0,0,0
heavy_feather,201936,,,jack,0,0,0,0,0
heavy_feather,201936,,,mary,0,0,0,0,0
heavy_feather,201936,,,marc,0,0,0,0,0
heavy_feather,201936,,,fiona,0,0,0,0,0
heavy_feather,201937,,,lisa,0,0,0,0,0
heavy_feather,201937,,,alex,0,0,0,0,0
heavy_feather,201937,,,tom,0,0,0,0,0
heavy_feather,201937,,,laura,0,0,0,0,0
heavy_feather,201937,,,jack,0,0,0,0,0
heavy_feather,201937,,,mary,0,0,0,0,0
heavy_feather,201937,,,marc,0,0,0,0,0
heavy_feather,201937,,,fiona,0,0,0,0,0
heavy_feather,201938,,,lisa,0,0,0,0,0
heavy_feather,201938,,,alex,0,0,0,0,0
heavy_feather,201938,,,tom,0,0,0,0,0
heavy_feather,201938,,,laura,0,0,0,0,0
heavy_feather,201938,,,jack,0,0,0,0,0
heavy_feather,201938,,,mary,0,0,0,0,0
heavy_feather,201938,,,marc,0,0,0,0,0
heavy_feather,201938,,,fiona,0,0,0,0,0
heavy_feather,201939,,,lisa,0,0,0,0,0
heavy_feather,201939,,,alex,0,0,0,0,0
heavy_feather,201939,,,tom,0,0,0,0,0
heavy_feather,201939,,,laura,0,0,0,0,0
heavy_feather,201939,,,jack,0,0,0,0,0
heavy_feather,201939,,,mary,0,0,0,0,0
heavy_feather,201939,,,marc,0,0,0,0,0
heavy_feather,201939,,,fiona,0,0,0,0,0
heavy_feather,201940,,,lisa,0,0,0,0,0
heavy_feather,201940,,,alex,0,0,0,0,0
heavy_feather,201940,,,tom,0,0,0,0,0
heavy_feather,201940,,,laura,0,0,0,0,0
heavy_feather,201940,,,jack,0,0,0,0,0
heavy_feather,201940,,,mary,0,0,0,0,0
heavy_feather,201940,,,marc,0,0,0,0,0
heavy_feather,201940,,,fiona,0,0,0,0,0
heavy_feather,201941,,,lisa,0,0,0,0,0
heavy_feather,201941,,,alex,0,0,0,0,0
heavy_feather,201941,,,tom,0,0,0,0,0
heavy_feather,201941,,,laura,0,0,0,0,0
heavy_feather,201941,,,jack,0,0,0,0,0
